coreid,no.metal,no.topology,LCD,PLD,PLD/LCD,Density (g/cm3),ASA (m2/cm3),ASA (m2/g),VF,PV (cm3/g),Has OMS,frac_C,frac_H,frac_O,frac_N,frac_halogen,frac_metal,H_over_C,O_over_C,N_over_C,NF3_uptake(mol/kg),CF4_uptake(mol/kg),Selectivity(NF3/CF4)
2023[Yb][nan]3[ASR]2,26,0,6.76213,6.31453,0.933807839,1.70052,1499.92,882.033,0.569,0.334603,0,0.473684211,0.157894737,0.315789474,0,0,0.052631579,0.333333333,0.666666667,0,0.841035094,1.352551452,0.621813752
2014[Co][nan]3[ASR]36,3,0,7.28285,4.8645,0.667939062,0.977538,1549.89,1585.51,0.602,0.615833,1,0.437246964,0.291497976,0.16194332,0.072874494,0,0.036437247,0.666666667,0.37037037,0.166666667,1.424969606,2.291802114,0.62176817
2018[Cd][nan]3[ASR]1,4,0,7.89436,5.79301,0.733816294,1.55935,926.428,594.11,0.4776,0.306281,1,0.385185185,0.385185185,0.148148148,0.044444444,0,0.037037037,1,0.384615385,0.115384615,0.377030344,0.606429939,0.621721191
2020[Gd][sql]2[ASR]2,15,2,9.06793,5.55237,0.612308432,1.29012,1993.34,1545.08,0.6672,0.51716,1,0.375,0.125,0.375,0,0,0.0625,0.333333333,1,0,0.83577654,1.344316809,0.621710994
2013[Zn][uni]3[ASR]8,1,31,9.89386,9.77943,0.988434241,1.03174,1123.84,1089.27,0.6108,0.59201,0,0.346153846,0.423076923,0.076923077,0.076923077,0.038461538,0.038461538,1.222222222,0.222222222,0.222222222,0.443850054,0.714126131,0.621528936
2023[Cd][swi]3[ASR]1,4,160,12.10647,8.37187,0.691520319,1.16479,1587.77,1363.14,0.6824,0.585859,1,0.383838384,0.181818182,0.202020202,0.121212121,0,0.060606061,0.473684211,0.526315789,0.315789474,0.789261053,1.2700649,0.621433639
2013[Cu][pts]3[ASR]6,2,5,7.07158,5.58549,0.789850359,0.782965,2571.85,3284.76,0.6986,0.892249,1,0.48,0.3,0.16,0.02,0,0.04,0.625,0.333333333,0.041666667,1.697572547,2.731989735,0.621368567
2012[Zn][pcu]3[ASR]3,1,1,9.01491,5.952,0.660239537,1.15645,1706.78,1475.88,0.6266,0.541829,1,0.380952381,0.114285714,0.361904762,0.076190476,0,0.066666667,0.3,0.95,0.2,0.779418796,1.254677754,0.621210341
2015[Zn][lon]3[ASR]2,1,26,6.91009,6.06447,0.877625328,0.735097,2681.77,3648.18,0.729,0.991706,1,0.488888889,0.266666667,0.2,0,0,0.044444444,0.545454545,0.409090909,0,1.884404112,3.034591938,0.620974467
2019[Zn][sra]3[ASR]1,1,33,7.85261,7.16307,0.912189705,0.797028,2090.45,2622.81,0.7066,0.886544,1,0.456140351,0.228070175,0.175438596,0.105263158,0,0.035087719,0.5,0.384615385,0.230769231,1.665462732,2.682032492,0.620970379
2010[Zn][pts]3[ASR]2,1,5,6.30434,6.11181,0.969460721,1.0758,1730.07,1608.17,0.6286,0.584312,0,0.476190476,0.095238095,0.380952381,0,0,0.047619048,0.2,0.8,0,1.561501182,2.514804002,0.620923611
0000[Tb][nan]3[ASR]4,11,0,6.9638,6.58355,0.945396192,1.56774,1590.27,1014.38,0.5776,0.368429,0,0.473684211,0.157894737,0.315789474,0,0,0.052631579,0.333333333,0.666666667,0,0.828785545,1.3347685,0.620920815
2022[Cd][fsc]3[ASR]1,4,24,5.98376,5.51746,0.922072409,1.50357,702.533,467.242,0.4438,0.295164,1,0.513513514,0.297297297,0.135135135,0.027027027,0,0.027027027,0.578947368,0.263157895,0.052631579,0.40780491,0.65684705,0.62085216
2021[U][ths]3[ASR]3,17,14,10.1795,9.30437,0.914030159,1.07748,1576.86,1463.47,0.6498,0.603071,1,0.551020408,0.244897959,0.12244898,0,0.06122449,0.020408163,0.444444444,0.222222222,0,0.946296756,1.524319206,0.620799602
2023[Cd][eta]3[FSR]1,4,63,7.56578,6.80047,0.898845856,1.11962,1869.04,1669.35,0.6532,0.583412,1,0.344827586,0.482758621,0,0.103448276,0.034482759,0.034482759,1.4,0,0.3,1.012483696,1.631173703,0.620708692
2023[Cd][eta]3[ASR]2,4,63,7.57435,6.80047,0.897828857,1.11962,1869.04,1669.35,0.6532,0.583412,1,0.344827586,0.482758621,0,0.103448276,0.034482759,0.034482759,1.4,0,0.3,1.012483696,1.631173703,0.620708692
2018[Zn][pcu]3[ASR]8,1,1,9.41654,6.55211,0.695808652,0.936539,1988.94,2123.71,0.656,0.700451,1,0.375,0.333333333,0.166666667,0.041666667,0,0.041666667,0.888888889,0.444444444,0.111111111,1.155770425,1.862170876,0.620657556
2024[Co][nan]3[ASR]1,3,0,9.66687,9.25347,0.957235382,1.24756,1103.57,884.581,0.5032,0.403347,1,0.425531915,0.29787234,0.063829787,0.170212766,0,0.042553191,0.7,0.15,0.4,0.45639577,0.735526491,0.620502152
2019[Yb][sqc]3[ION]1,26,27,6.66287,5.52395,0.829064652,1.42531,1030.95,723.318,0.4954,0.347574,0,0.4,0.413333333,0.106666667,0.04,0.026666667,0.013333333,1.033333333,0.266666667,0.1,0.487505453,0.785784733,0.62040586
2009[Ni][tfz]3[ASR]1,5,25,5.84221,4.51142,0.772211201,1.25506,1347.46,1073.62,0.5206,0.4148,0,0.467532468,0.155844156,0.337662338,0,0,0.038961039,0.333333333,0.722222222,0,1.016980095,1.639260693,0.620389484
2020[Cu][she]3[FSR]2,2,48,15.62495,9.67489,0.619194941,0.771393,1293.22,1676.48,0.7174,0.930005,1,0.412698413,0.285714286,0,0.253968254,0,0.047619048,0.692307692,0,0.615384615,1.325173322,2.136689516,0.62019929
2022[Mn][sql]2[ASR]2,6,2,7.04538,4.64167,0.658824648,1.09793,1556.46,1417.62,0.6008,0.54721,1,0.436363636,0.145454545,0.363636364,0,0,0.054545455,0.333333333,0.833333333,0,1.052875389,1.697778215,0.620148957
2020[Mn][cds]3[FSR]1,6,30,9.26327,8.63183,0.931834007,1.08333,866.533,799.883,0.2913,0.268894,0,0.315789474,0.473684211,0.184210526,0,0,0.026315789,1.5,0.583333333,0,0.526715227,0.849343016,0.620144296
2023[Cd][nan]3[ASR]8,4,0,9.94486,7.76978,0.781286011,0.753709,2081.99,2762.33,0.7256,0.962705,1,0.506849315,0.315068493,0.109589041,0.04109589,0,0.02739726,0.621621622,0.216216216,0.081081081,1.04295103,1.681921332,0.620095013
2023[Ga][bpq]3[ASR]17,21,7,7.21117,7.02678,0.974429947,1.12606,1422.77,1263.49,0.4744,0.421291,0,0.421052632,0.263157895,0.263157895,0,0,0.052631579,0.625,0.625,0,1.102735152,1.778365626,0.620083483
0000[Co][nan]3[ASR]4,3,0,6.56429,5.06226,0.771181651,1.15589,645.385,558.346,0.4514,0.390522,0,0.56,0.346666667,0,0.08,0,0.013333333,0.619047619,0,0.142857143,0.157459148,0.253964162,0.620005384
2005[Tb][nan]3[ASR]3,11,0,10.61951,9.14469,0.861121653,0.899463,1715.81,1907.59,0.6828,0.75912,1,0.525,0.3,0.15,0,0,0.025,0.571428571,0.285714286,0,1.352571346,2.181796146,0.619934795
2017[Cd][sqc]3[ASR]1,4,27,7.04442,5.46746,0.776140548,1.1789,1695.81,1438.47,0.4274,0.362542,0,0.353982301,0.283185841,0.14159292,0.17699115,0,0.044247788,0.8,0.4,0.5,1.045139433,1.685990599,0.619896359
2007[V][bpq]3[ASR]1,20,7,7.60638,7.12667,0.936933206,1.01218,1740.08,1719.14,0.6276,0.620046,0,0.444444444,0.222222222,0.277777778,0,0,0.055555556,0.5,0.625,0,1.074737827,1.734467253,0.619635698
2024[Co][nan]3[ASR]3,3,0,9.66711,9.25373,0.957238513,1.24756,1103.6,884.607,0.5032,0.403347,1,0.425531915,0.29787234,0.063829787,0.170212766,0,0.042553191,0.7,0.15,0.4,0.459349939,0.741420732,0.619553674
2020[In][nan]3[FSR]2,7,0,8.468,6.30927,0.745072036,0.730658,2381.32,3259.15,0.63,0.862236,0,0.451612903,0.322580645,0.172043011,0.021505376,0,0.032258065,0.714285714,0.380952381,0.047619048,1.603214585,2.588596709,0.619337334
2020[Co][nan]3[ASR]16,3,0,7.29207,7.17227,0.983571194,1.29988,1285.67,989.066,0.431,0.331568,0,0.45,0.15,0.35,0,0,0.05,0.333333333,0.777777778,0,0.872388835,1.408702306,0.619285446
2019[Er][nan]3[FSR]2,22,0,9.79816,6.24224,0.637082881,0.904291,1536.57,1699.19,0.4746,0.524831,0,0.523809524,0.341269841,0.079365079,0.043650794,0,0.011904762,0.651515152,0.151515152,0.083333333,0.976418924,1.577580273,0.618934542
2020[Co][tfz]3[ASR]1,3,25,7.86791,7.10373,0.902873825,0.8825,1942.93,2201.62,0.6384,0.7234,0,0.465517241,0.310344828,0.120689655,0.068965517,0,0.034482759,0.666666667,0.259259259,0.148148148,1.337384981,2.160797744,0.618931126
2010[Co][nan]3[ASR]6,3,0,7.76969,5.17027,0.665440964,1.01949,2036.95,1998,0.6236,0.611677,1,0.473684211,0.157894737,0.315789474,0,0,0.052631579,0.333333333,0.666666667,0,1.515442519,2.44849229,0.618928851
2018[Cu][nan]3[ASR]12,2,0,10.93596,6.64212,0.60736506,0.740028,2367.87,3199.7,0.7324,0.989692,1,0.507352941,0.227941176,0.220588235,0,0,0.044117647,0.449275362,0.434782609,0,1.69145246,2.733198384,0.618854625
2017[Tm][nan]3[ASR]2,29,0,10.02819,8.74588,0.872129467,0.833314,2091.71,2510.11,0.7092,0.851059,1,0.520325203,0.325203252,0.130081301,0,0,0.024390244,0.625,0.25,0,1.292290259,2.088557997,0.618747605
2020[Y][mog]3[ASR]1,28,42,5.86101,5.26698,0.898647161,1.25566,1364.04,1086.31,0.5574,0.44391,0,0.409090909,0.136363636,0.272727273,0.136363636,0,0.045454545,0.333333333,0.666666667,0.333333333,0.856100362,1.384141547,0.618506369
2016[Cd][nan]3[ASR]15,4,0,10.62436,7.1255,0.670675692,1.1199,1582.49,1413.06,0.5052,0.451113,1,0.379310345,0.206896552,0.137931034,0.172413793,0.017241379,0.051724138,0.545454545,0.363636364,0.454545455,0.834464504,1.349181209,0.61849698
2016[Ni][dia]3[ASR]4,5,3,6.65449,5.67424,0.852693445,1.10162,1012.51,919.112,0.4914,0.446071,0,0.356725146,0.49122807,0.070175439,0.070175439,0,0.011695906,1.37704918,0.196721311,0.196721311,0.46234245,0.747679798,0.61836959
2020[Cu][mot]3[ASR]1,2,104,7.91737,5.8844,0.743226602,0.975209,2275.96,2333.82,0.664,0.68088,1,0.421052632,0.157894737,0.315789474,0.052631579,0,0.052631579,0.375,0.75,0.125,1.344185985,2.173771655,0.618365771
2023[Cd][eta]3[ASR]1,4,63,7.59153,6.81273,0.897411984,1.11581,1860.81,1667.67,0.662,0.593289,1,0.344827586,0.482758621,0,0.103448276,0.034482759,0.034482759,1.4,0,0.3,0.986955446,1.596208852,0.618312225
2011[Cr][bpq]3[ASR]2,31,7,7.81866,7.32218,0.936500628,0.998911,1783.62,1785.57,0.6356,0.636293,0,0.421052632,0.263157895,0.263157895,0,0,0.052631579,0.625,0.625,0,1.051686116,1.701163476,0.618215786
2008[In][pts]3[ASR]1,7,5,7.2028,6.43434,0.893310935,0.83873,2170.46,2587.79,0.6235,0.743386,0,0.516129032,0.193548387,0.258064516,0,0,0.032258065,0.375,0.5,0,2.216087626,3.584803043,0.618189507
2016[Ag][nan]3[ASR]1,13,0,5.17559,4.77124,0.921873641,1.89554,504.949,266.388,0.3868,0.204058,0,0.380952381,0.357142857,0.142857143,0.071428571,0,0.047619048,0.9375,0.375,0.1875,0.325011152,0.525765506,0.618167508
2015[Cu][urj]3[ASR]1,2,166,12.53674,4.80738,0.383463325,0.822662,2134.29,2594.37,0.7068,0.859162,1,0.511111111,0.244444444,0.2,0,0,0.044444444,0.47826087,0.391304348,0,1.936180737,3.132506993,0.61809303
2016[Mn][tfz]3[ASR]1,6,25,8.09916,4.69208,0.579329214,1.04866,1107.86,1056.45,0.5094,0.485762,1,0.520900322,0.353697749,0.083601286,0.025723473,0,0.01607717,0.679012346,0.160493827,0.049382716,1.093137123,1.768598994,0.618080824
2007[Zn][nan]3[ASR]13,1,0,6.75252,5.51475,0.8166951,1.44711,1314.68,908.484,0.5428,0.375092,0,0.304347826,0.304347826,0.195652174,0.130434783,0,0.065217391,1,0.642857143,0.428571429,0.827218717,1.338693445,0.617929907
2017[Zr][scu]3[ASR]3,8,15,12.47867,10.57036,0.847074247,0.627322,2127.16,3390.86,0.7758,1.23669,1,0.49382716,0.296296296,0.172839506,0,0,0.037037037,0.6,0.35,0,0.979984903,1.586202998,0.617818088
2020[Cd][apo]3[ASR]1,4,174,6.58089,5.84984,0.888913202,1.22093,1976.67,1618.98,0.6246,0.511576,0,0.473684211,0.157894737,0.315789474,0,0,0.052631579,0.333333333,0.666666667,0,1.187140454,1.921752109,0.617738598
2017[In][sql]2[ASR]1,7,2,8.82817,6.28075,0.711444161,0.599397,2308.27,3850.99,0.6957,1.16067,0,0.551724138,0.252873563,0.183908046,0,0,0.011494253,0.458333333,0.333333333,0,2.220158424,3.594142178,0.617715804
2013[Tb][umc]3[FSR]2,11,47,8.92549,7.56196,0.847231917,0.797714,2070.17,2595.12,0.6055,0.759044,0,0.461538462,0.365384615,0.153846154,0,0,0.019230769,0.791666667,0.333333333,0,1.029673038,1.667114562,0.617637841
2019[Cu][she]3[FSR]1,2,48,15.41076,9.30837,0.604017583,0.769519,1289.79,1676.1,0.7178,0.932791,1,0.412698413,0.285714286,0,0.253968254,0,0.047619048,0.692307692,0,0.615384615,1.265216156,2.048584297,0.617605123
2020[Cu][tav]3[ASR]13,2,49,9.22946,8.12733,0.880585646,0.586997,2195.39,3740.04,0.6902,1.17581,0,0.494623656,0.365591398,0.096774194,0.021505376,0,0.021505376,0.739130435,0.195652174,0.043478261,1.378066728,2.231566949,0.617533222
2013[ZnTi][pcu]3[ION]2,75,1,7.08327,6.22863,0.879343862,1.17477,1425.53,1213.46,0.411,0.349857,0,0.391304348,0.275362319,0.260869565,0.014492754,0,0.057971014,0.703703704,0.666666667,0.037037037,0.857572587,1.388796176,0.617493482
2023[In][neb]3[ASR]4,7,39,9.71385,7.00232,0.720859391,0.734468,1866.88,2541.81,0.6802,0.926112,0,0.5,0.375,0.090909091,0.022727273,0,0.011363636,0.75,0.181818182,0.045454545,1.398120972,2.26434351,0.617450915
2016[Cu][nbo]3[ASR]13,2,4,9.82449,6.1426,0.625233473,0.699467,2515.95,3596.96,0.697,0.996472,1,0.525,0.325,0.125,0,0,0.025,0.619047619,0.238095238,0,1.873269438,3.034535114,0.617316778
2013[Y][nan]3[ASR]2,28,0,7.31365,7.00422,0.95769144,1.55565,557.364,358.284,0.4558,0.292997,1,0.47107438,0.148760331,0.198347107,0,0.148760331,0.033057851,0.315789474,0.421052632,0,0.177413986,0.287452745,0.617193571
2015[Zn][nan]3[ASR]35,1,0,7.48245,5.70706,0.762726112,0.883782,2158.3,2442.11,0.6644,0.751769,1,0.448598131,0.280373832,0.121495327,0.112149533,0,0.037383178,0.625,0.270833333,0.25,1.617392592,2.620926669,0.617107152
2010[Co][nan]3[ASR]11,3,0,6.46111,5.36297,0.830038492,1.13462,1902.89,1677.11,0.5734,0.505366,1,0.470588235,0.235294118,0.235294118,0,0,0.058823529,0.5,0.5,0,1.043747003,1.691654561,0.616997718
2020[Zn][nan]3[ASR]54,1,0,11.60643,11.54795,0.994961414,1.06607,1060.07,994.364,0.386,0.362076,0,0.343283582,0.47761194,0.089552239,0.059701493,0,0.029850746,1.391304348,0.260869565,0.173913043,0.524443183,0.850030671,0.616969717
2020[Mn][ant]3[ASR]1,6,21,7.45612,4.57929,0.614165276,1.02954,1870.03,1816.38,0.5854,0.568605,1,0.512195122,0.219512195,0.195121951,0.024390244,0,0.048780488,0.428571429,0.380952381,0.047619048,1.141693703,1.85092902,0.61682198
2017[Co][sql]2[FSR]16,3,2,7.44797,6.52156,0.875615772,0.627789,2511.9,4001.18,0.705,1.12299,0,0.425531915,0.425531915,0.042553191,0.085106383,0,0.021276596,1,0.1,0.2,1.15364583,1.870464332,0.616769756
2019[CoMn][nan]3[ASR]1,67,0,5.3278,5.02308,0.942805661,1.50724,241.293,160.089,0.428,0.283963,0,0.472222222,0.222222222,0.111111111,0,0.166666667,0.027777778,0.470588235,0.235294118,0,0.590896135,0.958102638,0.616735735
2011[V][bpq]3[ASR]5,20,7,7.13056,6.66962,0.935357111,1.01557,1705.77,1679.62,0.6268,0.617192,0,0.444444444,0.222222222,0.277777778,0,0,0.055555556,0.5,0.625,0,1.108612424,1.797924074,0.616606919
2017[Cu][nan]3[ASR]3,2,0,9.39866,8.82379,0.938834898,1.01975,1175.4,1152.63,0.6156,0.603675,1,0.303797468,0.53164557,0,0.113924051,0,0.050632911,1.75,0,0.375,0.156655126,0.254167923,0.61634499
2020[Co][nan]3[ASR]14,3,0,11.19851,10.16033,0.907293024,1.04848,1469.38,1401.44,0.5813,0.554424,1,0.272727273,0.272727273,0.090909091,0.272727273,0,0.090909091,1,0.333333333,1,0.765720701,1.242646411,0.616201595
2016[Co][the]3[ASR]2,3,45,15.58175,9.65759,0.61980137,0.788287,1285.19,1630.35,0.7134,0.905001,1,0.415584416,0.207792208,0,0.311688312,0.012987013,0.051948052,0.5,0,0.75,1.256757496,2.039537619,0.616197262
2018[Zn][nan]3[ASR]11,1,0,16.47489,15.19967,0.922596145,0.659126,1837.53,2787.82,0.7432,1.12755,1,0.506024096,0.289156627,0.144578313,0.024096386,0,0.036144578,0.571428571,0.285714286,0.047619048,1.084795153,1.760510739,0.616182071
2018[Zn][pcu]3[ASR]12,1,1,9.45902,6.55983,0.693499961,0.928132,1773.82,1911.18,0.524,0.564575,1,0.375,0.333333333,0.166666667,0.041666667,0,0.041666667,0.888888889,0.444444444,0.111111111,1.15522598,1.875000051,0.616120506
2013[Tb][umc]3[ASR]2,11,47,9.69292,7.56193,0.780149841,0.773536,2022.75,2614.94,0.71,0.917863,1,0.489795918,0.346938776,0.142857143,0,0,0.020408163,0.708333333,0.291666667,0,0.968659765,1.572393768,0.616041468
2018[Fe][nuc]3[ASR]1,9,71,6.74798,4.93226,0.730923921,0.880568,2408.1,2734.71,0.667,0.757466,1,0.5,0.233333333,0.216666667,0,0,0.05,0.466666667,0.433333333,0,1.817931538,2.952513059,0.615723454
2009[Cu][dia]3[ASR]3,2,3,7.68671,7.34836,0.955982468,0.950254,1884.39,1983.04,0.6258,0.658561,1,0.518518519,0.296296296,0.148148148,0,0,0.037037037,0.571428571,0.285714286,0,1.31364298,2.133509449,0.615719316
2012[Mg][bcu]3[FSR]1,12,13,6.86628,5.74325,0.836442732,0.990435,1302.85,1315.43,0.4144,0.418402,0,0.367816092,0.32183908,0.229885057,0.045977011,0,0.034482759,0.875,0.625,0.125,1.389577125,2.257096354,0.615648119
2015[Co][pcu]3[ASR]4,3,1,7.71245,6.01763,0.780248818,1.03827,1556.84,1499.46,0.5952,0.573263,1,0.382165605,0.343949045,0.114649682,0.114649682,0,0.044585987,0.9,0.3,0.3,0.714897475,1.16123107,0.615637571
2021[Ni][bnn]3[ASR]1,5,41,6.24682,5.05452,0.809134888,1.20747,708.556,586.812,0.4496,0.37235,1,0.493506494,0.350649351,0.051948052,0.090909091,0,0.012987013,0.710526316,0.105263158,0.184210526,0.440434186,0.715484798,0.615574486
2014[Co][sra]3[ASR]1,3,33,9.40322,6.58949,0.700769524,0.678973,2513.19,3701.46,0.7426,1.09371,1,0.473684211,0.184210526,0.210526316,0.078947368,0,0.052631579,0.388888889,0.444444444,0.166666667,1.28824576,2.093030424,0.615493088
2023[Cu][nan]3[ASR]8,2,0,12.04592,6.96913,0.578546927,0.524208,2373.18,4527.17,0.795,1.51657,1,0.538461538,0.276923077,0.123076923,0.030769231,0,0.030769231,0.514285714,0.228571429,0.057142857,1.114702039,1.8117485,0.615263122
2020[Lu][nan]3[ASR]1,44,0,8.65161,6.63223,0.766589109,1.21185,1495.65,1234.19,0.4743,0.391385,0,0.522522523,0.216216216,0.216216216,0.018018018,0,0.027027027,0.413793103,0.413793103,0.034482759,1.124812515,1.828361161,0.615202586
2009[Co][cds]3[ASR]1,3,30,9.11243,8.44841,0.927130304,1.00188,1101.33,1099.26,0.5588,0.557753,1,0.375,0.4375,0.15625,0,0,0.03125,1.166666667,0.416666667,0,0.844336565,1.372500957,0.615181039
2016[Cu][nan]3[ASR]12,2,0,12.81093,10.09501,0.787999778,0.728228,1978.5,2716.86,0.7232,0.993095,1,0.503875969,0.248062016,0.124031008,0.093023256,0,0.031007752,0.492307692,0.246153846,0.184615385,1.423488932,2.314494087,0.615032434
2011[Mg][nan]3[ASR]1,12,0,7.2651,5.22984,0.719857951,0.963809,1851.85,1921.38,0.6028,0.625435,1,0.4375,0.1875,0.25,0.0625,0,0.0625,0.428571429,0.571428571,0.142857143,1.715774782,2.789816829,0.615013418
2017[Zn][etd]3[ASR]1,1,101,14.10362,13.92555,0.987374164,0.497421,1987.55,3995.72,0.8224,1.65333,1,0.45,0.2,0.3,0,0,0.05,0.444444444,0.666666667,0,0.740330409,1.203855611,0.614966116
2017[Zn][ths]3[ASR]2,1,14,9.05714,6.4396,0.71099707,1.2737,1739.54,1365.74,0.6546,0.513935,0,0.444444444,0.296296296,0,0.148148148,0.074074074,0.037037037,0.666666667,0,0.333333333,0.701052303,1.140371343,0.614757909
2018[Zn][pcu]3[ASR]9,1,1,9.44639,6.56322,0.694786051,0.933426,1984.05,2125.56,0.656,0.702787,1,0.375,0.333333333,0.166666667,0.041666667,0,0.041666667,0.888888889,0.444444444,0.111111111,1.142310991,1.858523386,0.614633638
0000[Eu][sqc]3[ASR]1,10,27,5.81424,4.85489,0.834999931,1.50508,1953.31,1297.81,0.5884,0.390944,1,0.375,0.1875,0.375,0,0,0.0625,0.5,1,0,0.758374433,1.233927259,0.61460222
2020[Cu][tav]3[ASR]1,2,49,9.1207,8.18072,0.896939928,0.590858,2217.09,3752.32,0.687,1.16272,0,0.494623656,0.365591398,0.096774194,0.021505376,0,0.021505376,0.739130435,0.195652174,0.043478261,1.396357085,2.272541978,0.614447213
2023[Co][nan]3[ASR]9,3,0,13.71639,6.98313,0.509108446,0.511548,2323.36,4541.82,0.7842,1.53299,1,0.548387097,0.258064516,0.129032258,0.032258065,0,0.032258065,0.470588235,0.235294118,0.058823529,1.110867704,1.808355554,0.614297173
2017[Gd][nan]3[ASR]2,15,0,6.98592,6.62648,0.948547936,1.55805,1553.41,997.026,0.5724,0.367383,0,0.473684211,0.157894737,0.315789474,0,0,0.052631579,0.333333333,0.666666667,0,0.812444901,1.322651721,0.614254598
2001[Zn][sab]3[ASR]1,1,57,8.23324,6.94642,0.843704301,1.17685,1889.27,1605.36,0.6268,0.532607,1,0.418604651,0.139534884,0.372093023,0,0,0.069767442,0.333333333,0.888888889,0,1.43958569,2.343910668,0.614181125
2017[Cu][nan]3[ASR]2,2,0,9.39864,8.82367,0.938824128,1.01975,1036.66,1016.58,0.3238,0.317528,1,0.303797468,0.53164557,0,0.113924051,0,0.050632911,1.75,0,0.375,0.157049438,0.255717611,0.614151825
2023[Cu][nan]3[ASR]7,2,0,13.83065,6.80807,0.492245122,0.52024,2282.11,4386.66,0.798,1.53391,1,0.548387097,0.258064516,0.129032258,0.032258065,0,0.032258065,0.470588235,0.235294118,0.058823529,1.091039663,1.776693857,0.614084221
2020[Cu][dia]3[ASR]3,2,3,10.87974,10.56887,0.971426707,0.821251,1421.66,1731.09,0.6408,0.780273,0,0.539325843,0.269662921,0.08988764,0.08988764,0,0.011235955,0.5,0.166666667,0.166666667,1.147095434,1.868251069,0.613994261
2008[Tm][rtl]3[ASR]1,29,10,6.71809,5.53596,0.824037785,1.25989,2118.27,1681.32,0.6574,0.521793,1,0.36,0.36,0.24,0,0,0.04,1,0.666666667,0,1.273825341,2.074764704,0.613961351
2014[Ni][nan]3[ASR]5,5,0,11.08909,9.96322,0.898470479,1.19413,1635.77,1369.84,0.655,0.548515,1,0.444444444,0.111111111,0.333333333,0,0,0.111111111,0.25,0.75,0,1.037923095,1.690544287,0.613957944
2015[Cd][rtl]3[FSR]3,4,10,6.35397,5.2162,0.820935573,1.19272,1884.04,1579.61,0.6312,0.52921,0,0.409090909,0.227272727,0.318181818,0,0,0.045454545,0.555555556,0.777777778,0,1.059020468,1.725013901,0.613919962
2022[Cu][nbo]2[ASR]2,2,4,11.35835,8.40087,0.739620632,1.25932,1018.59,808.838,0.3638,0.288886,1,0.464285714,0.357142857,0,0.107142857,0.035714286,0.035714286,0.769230769,0,0.230769231,0.568568802,0.926274859,0.613822988
2023[Ho][nan]3[ASR]2,27,0,6.82241,6.4309,0.94261412,1.6418,1576.07,959.968,0.5698,0.347058,0,0.473684211,0.157894737,0.315789474,0,0,0.052631579,0.333333333,0.666666667,0,0.806092073,1.313762135,0.613575359
2011[Zn][pts]3[ASR]1,1,5,8.43094,7.70663,0.914089058,0.697153,2292.25,3288.02,0.6824,0.978838,0,0.333333333,0.185185185,0,0.444444444,0,0.037037037,0.555555556,0,1.333333333,1.409286121,2.297050082,0.61351998
2017[Co][neb]3[ASR]1,3,39,6.30461,5.44595,0.863804422,1.11362,818.59,735.069,0.5008,0.449703,1,0.43902439,0.390243902,0.097560976,0.048780488,0,0.024390244,0.888888889,0.222222222,0.111111111,0.410946291,0.669890905,0.613452561
2005[Co][nan]3[FSR]4,3,0,9.42638,8.22062,0.872086633,1.31103,1480.99,1129.64,0.5888,0.449113,0,0.333333333,0.25,0.333333333,0,0,0.083333333,0.75,1,0,0.357656308,0.583046621,0.613426603
2020[Er][nan]3[ASR]2,22,0,8.63447,6.64861,0.770007887,1.1739,1510.39,1286.65,0.4778,0.407019,0,0.522522523,0.216216216,0.216216216,0.018018018,0,0.027027027,0.413793103,0.413793103,0.034482759,1.117291367,1.821542871,0.613376377
2021[Cd][kag]3[ASR]1,4,79,18.07452,14.42961,0.798339873,0.580835,1814.91,3124.66,0.7792,1.34152,0,0.465116279,0.279069767,0.093023256,0.139534884,0,0.023255814,0.6,0.2,0.3,0.744824621,1.214742104,0.613154528
2022[Co][tfz]3[ASR]1,3,25,7.79268,6.25584,0.802784151,0.852051,1789.62,2100.37,0.4922,0.577665,0,0.482142857,0.321428571,0.125,0.035714286,0,0.035714286,0.666666667,0.259259259,0.074074074,1.298249973,2.11740611,0.61313225
2006[Ni][nan]3[ASR]5,5,0,6.51465,4.91923,0.75510273,1.46143,1501.62,1027.5,0.5468,0.374154,0,0.246153846,0.338461538,0.276923077,0.061538462,0,0.076923077,1.375,1.125,0.25,0.29133282,0.475260072,0.612996624
2011[Nd][nan]3[ASR]2,18,0,6.38266,5.12432,0.802850222,1.57607,1405.06,891.495,0.5344,0.33907,0,0.428571429,0.142857143,0.285714286,0,0.017857143,0.053571429,0.333333333,0.666666667,0,0.737272024,1.20309343,0.612813607
2020[In][nan]3[ASR]2,7,0,9.47578,6.80293,0.717928234,0.696709,2385.75,3424.31,0.768,1.10233,1,0.5,0.285714286,0.154761905,0.023809524,0,0.035714286,0.571428571,0.30952381,0.047619048,1.544752755,2.52087322,0.612784785
2017[Cu][nbo]3[ASR]2,2,4,10.93458,6.17777,0.564975518,0.730977,2375.12,3249.24,0.726,0.993191,1,0.428571429,0.326530612,0.163265306,0.040816327,0,0.040816327,0.761904762,0.380952381,0.095238095,1.560430648,2.546699336,0.612726687
2005[Tb][nan]3[ASR]1,11,0,6.92559,6.57184,0.948921319,1.58281,1548.76,978.488,0.5618,0.354939,0,0.473684211,0.157894737,0.315789474,0,0,0.052631579,0.333333333,0.666666667,0,0.815014063,1.330770526,0.612437717
